title,description,year,type,rate_start,votes,status,followers,episodes,genders,url_anime,image
Rozen Maiden,"Son 7 muñecas de porcelana que su creador dio vida al cual todas llaman ""Padre"". Todas tienes que entrar al juego de ""Alice"", en este tienen que pelear entres si para así quedarse con la roza mística de la perdedora (osea lo que las mantiene vivas); La que consiga obtener todas la rosas místicas sera llamada ""Alice"" la cual tendrá la oportunidad de estar con ""padre"" puesto que él considera que Alice es la muñeca mas hermosa y perfecta que exista. La protagonista de esta serie se llama Shinku (la quinta muñeca en ser creada) va a parar con el coprotagonista de esta serie (Jun) el cual la obtuvo por medio de la Internet ya que gusta de comprar cosas extrañas por este medio, este a su vez se convierte en el médium de Shinku (el que le proporciona energía). Las demas muñecas están por aparecer y al estar todas empezara....""El juego de Alice"".",2004,Anime,4.6,164,Finalizado,1631,13,"Acción,Comedia,Drama,Magia,Seinen,",https://www3.animeflv.net/anime/rozen-maiden,https://www3.animeflv.net/uploads/animes/covers/556.jpg
Beck,"Koyuki es un chico japonés de 14 años que entra en la escuela secundaria con dos amigos de la infancia. El primero es Tanabe, el típico pervertido que no puede pensar más que en mujeres y que siempre está intentando fotografiar a las chicas en poses ""comprometedoras"", y el segundo es una atractiva estudiante llamada Izumi, era casi la única chica con la que se llevaba bien cuando era pequeño. La aburrida vida de Koyuki cambia cuando salva a un perro de extraña apariencia de unos niños que le querían dar una paliza. El dueño de Beck (el perro) resulta ser un guitarrista, Minami Ryuusuke. Los dos se hacen amigos y así comienza su divertida, loca, y a veces peligrosa aventura musical.",2004,Anime,4.8,522,Finalizado,2190,26,"Comedia,Drama,Música,Recuentos de la vida,Shounen,",https://www3.animeflv.net/anime/beck,https://www3.animeflv.net/uploads/animes/covers/19.jpg
Futakoi,"La historia comienza cuando Nozomu Futami, el protagonista, vuelve a la ciudad donde creció para asistir a clases y vivir con su tía, ya que su padre ha conseguido un trabajo como astrónomo en Hawai, y Nozumu ha preferido quedarse en Japón. Su tia es custodia de un templo en el cual hay una piedra que según la leyenda local recuerda la maldición de dos hermanas gemelas que se enamoraron del mismo hombre, y este al no poder elegir por ninguna de las dos, murieron de pena convirtiéndose en dos pequeñas aves; y según dicen es la causa principal que la ciudad tenga más hermanas gemelas de lo normal. Y nozumo tendra que lidiar con el amor de varias gemelas, al igual que la leyenda.",2004,Anime,4.4,89,Finalizado,747,13,"Comedia,Escolares,Romance,",https://www3.animeflv.net/anime/futakoi,https://www3.animeflv.net/uploads/animes/covers/404.jpg
Ring ni Kakero,"Basado en el manga de Masami Kurumada,este anime es la adaptaciòn de parte del manga Ring ni Kakero (leer el manga antes de ver esta serie,ya que parte desde la mitad del manga).La serie nos presenta la historia de Takane Ryuji un joven cuyo sueño es ser el mejor boxeador de Japòn y a la vez llevar al equipo japones de boxeo a la elite mundial. Takane Kiku hermana de Ryuji es a su vez tambien su entrenadora,haciendo que èste se concentre en su rol de boxeador para aprender el ""Boomerang"" (el cual es una tècnica).Comienza el torneo de boxeo junior y Ryuji se debe enfrentar a su archienemigo Kenzaki Jun.",2004,Anime,3.1,47,Finalizado,177,12,"Acción,Deportes,Shounen,",https://www3.animeflv.net/anime/ring-ni-kakero,https://www3.animeflv.net/uploads/animes/covers/466.jpg
Sunabouzu,"La civilización del año 3000 que vivía en la ""Era de la Oscuridad"" finaliza con una guerra nuclear que altera el mundo y convierte a la mayoría del planeta Tierra en un inmenso desierto. El protagonista, Mizuno kanta, conocido como el ""Rebelde del Desierto"" o ""Desert Punk"", vive en el desierto de Kanto, ubicado en lo que antiguamente era Japón, como un mercenario a sueldo. Su fama se debe a que siempre termina sus trabajos y que usa distintas habilidades, en su mayoría algo caseras, para derrotar a sus enemigos.",2004,Anime,4.4,149,Finalizado,1400,24,"Acción,Aventuras,Ciencia Ficción,Comedia,Ecchi,Shounen,",https://www3.animeflv.net/anime/sunabouzu,https://www3.animeflv.net/uploads/animes/covers/1543.jpg
Yu-Gi-Oh! GX,"La historia trata de Jaden Yuki , quien hace su examen para entrar en la Academia de Duelos, donde se aprende a jugar el Duelo de Monstruos para llegar a convertirse en el Rey de los Juegos.La academia está dividida en tres cuartos: Obelisco Azul, Ra Amarillo y Slifer Rojo y el Cuarto Blanco(usado por los adeptos de Sartorius, el cual solo aparece en la 2da temporada). Al ir a su examen, Jaden se tropieza con un adulto Yugi Muto, quien le regala la carta, Kuriboh Alado. A pesar de llegar un poco retrasado, a Jaden se le permite hacer el examen de ingreso, tocándole como rival el Dr. Crowler, uno de los profesores de la academia de duelo, quien cuenta con un doctorado en duelos. A pesar de que Crowler parece llevar la ventaja desde el principio, Jaden logra vencerlo y así ingresar. A pesar de haber vencido a Crowler, Jaden es enviado a Slifer Red debido a sus malas calificaciones en el examen teorico.",2004,Anime,4.5,358,Finalizado,2536,180,"Acción,Comedia,Fantasía,Juegos,Shounen,",https://www3.animeflv.net/anime/yu-gi-oh-gx,https://www3.animeflv.net/uploads/animes/covers/968.jpg
Harukanaru Toki no Naka de: Hachiyou Shou,"La estudiante de Instituto Akane Motomiya, se ve trasladada a otro mundo junto con sus compañeros Tenma e Inori. Este mundo llamado Kyou recuerda mucho al Kyoto de la Era Heian en Japón (entre el 800 y el 1200 D.C). Allí se le dice que es la Sacerdotisa del Dios Dragón, y única que puede usar los poderes de los dioses y que debe defender ese mundo del acoso del Clan de los Oni para que ella pueda regresar a casa, para lo cual contará con la ayuda de los Hachiyou, ocho guerreros que representan a los cuatro dioses protectores del Kyo.",2004,Anime,4.4,93,Finalizado,550,26,"Demonios,Fantasía,Historico,Magia,Shoujo,Sobrenatural,",https://www3.animeflv.net/anime/harukanaru-toki-no-naka-de-hachiyou-shou,https://www3.animeflv.net/uploads/animes/covers/2298.jpg
School Rumble,"Tenma Tsukamoto es una estudiante que, como tantas otras, está perdidamente enamorada. El afortunado es Ooji Karasuma, un muchacho inexpresivo e indiferente a todo, por lo que se verá obligada a enamorarle por todos los medios. Lo que Tenma ignora es que todo un ?Rey del Barrio?, Kenji Harima, anda detrás de ella y, pese a su fuerza y valor, es incapaz de mostrarle sus sentimientos. Las amigas de Tenma son una luchadora, una millonaria y una mujer muy misteriosa. Su hermana menor, Yakumo Tsukamoto, también será relevante. Los demás personajes son capaces de hacer cualquier cosa por amor... o por lo que haga falta.",2004,Anime,4.7,321,Finalizado,2323,28,"Comedia,Escolares,Romance,Shounen,",https://www3.animeflv.net/anime/school-rumble,https://www3.animeflv.net/uploads/animes/covers/463.jpg
Tsukuyomi: Moon Phase,"Morioka Kohei quiere convertirse en fotógrafo, pero en todas las fotos que hace aparecen fantasmas. Visitando un viejo castillo en Alemania, conoce a una joven vampira, Hazuki. Hazuki, que estaba encerrada en el castillo cuando Kohei entra en éste, intenta chupar la sangre de Kohei para hacerlo su esclavo, pero no funciona. Sin embargo, Kohei destruye casualmente el sello que la mantenía encerrada, Hazuki escapa del castillo y pone rumbo a Japón para buscar a su madre.
Al llegar a Japón, se dirigirá a la casa de Kohei donde éste vivía con su abuelo, y empezará a vivir con ellos a la fuerza, ya que Kouhei perdió a su madre en su niñez y Hazuki prometió ayudarle a buscarla. Entonces, Elfried, otra vampira, y el Conde Kinkell llegarán a Japón con la intención de traerla de vuelta. ",2004,Anime,4.4,81,Finalizado,594,26,"Comedia,Fantasía,Romance,Seinen,Vampiros,",https://www3.animeflv.net/anime/tsukuyomi-moon-phase,https://www3.animeflv.net/uploads/animes/covers/1947.jpg
Bleach,"Kurosaki Ichigo es un estudiante de instituto de 15 años, que tiene una peculiaridad: es capaz de ver, oír y hablar con fantasmas. Pero no sabe hasta dónde puede abarcar la clasificación de espíritus, ni lo que conlleva el saberlo. Un buen día, una extraña chica de pequeña estatura que viste ropas negras de samurai entra en su cuarto. Se llama Rukia Kuchiki, y es una Shinigami (Dios de la Muerte). Ante la incredulidad de Ichigo, le explica que su trabajo es mandar a las almas buenas o plus a un lugar llamado la Sociedad de Almas, y eliminar a las almas malignas o hollows. Luego junto a Inoue Orihime, Ishida Ury y Sado Yasutora se veran envueltos en diferentes batallas, las cuales iran desarrollando sus diferentes habilidades que le otorgaran a cada uno su importancia en la serie. ",2004,Anime,4.6,3500,Finalizado,34891,366,"Acción,Comedia,Shounen,Sobrenatural,Superpoderes,",https://www3.animeflv.net/anime/bleach-tv,https://www3.animeflv.net/uploads/animes/covers/1.jpg
Fantastic Children,"A lo largo de distintas épocas y lugares, durante 500 años, ha sido visto un grupo de misteriosos niños de pelo blanco con poderes misteriosos. Estos toman el control de los cuerpos de otros niños y se hacen pasar por ellos, hasta la edad de 12 años, cuando mueren misteriosamente. Pero tras 100 años vuelven a aparecer, tratando de nuevo de encontrar a alguien con la capacidad de dibujar un extraño cuadro. Siempre con aspecto de niños, parecen más maduros de lo que deberían ser y nunca crecen. Durante todo este tiempo han estado buscando a una niña. Su única pista es la imagen de una luna creciente. En la actualidad, en el 2012, un chico llamado Tohma se verá envuelto en este misterio, junto con su amiga Helga y una organización misteriosa llamada GED, que representa al demonio de las antiguas culturas.
",2004,Anime,4.6,35,Finalizado,177,26,"Aventuras,Ciencia Ficción,Fantasía,Misterio,Romance,",https://www3.animeflv.net/anime/fantasti-children,https://www3.animeflv.net/uploads/animes/covers/1999.jpg
Ryuusei Sentai Musumet,"Un día, siete estrellas fugaces cayeron en Japón, las cuales eran de 7 colores y con poderes terribles. Los que tocaron las estrellas fueron convertidos en monstruos. Fue entonces cuando dos científicos, un hombre y una mujer, consiguieron 3 estrellas secretamente y las estudiaron, descubrieron que podían controlar sus poderes por medio de un casco especial que ellos diseñaron. El nuevo casco, llamado ""Musumet"", le da al que lo posee superfuerza, amplifica la agilidad y el poder ilimitadamente..
",2004,Anime,4.2,14,Finalizado,128,13,"Aventuras,Ciencia Ficción,Comedia,Ecchi,Romance,",https://www3.animeflv.net/anime/ryuusei-sentai-musumet,https://www3.animeflv.net/uploads/animes/covers/1963.jpg
Zoids: Fuzors,"En el futuro, Blue City es una moderna ciudad del Planeta Zi llena de rascacielos y autopistas. Allí, las batallas de ZOIDS son populares entre la gente. Un día, descubren que pueden hacer ZOIDS más poderosos combinándolos. El protagonista, RD, ha buscado los legendarios ZOIDS luchando en numerosas batallas.
",2004,Anime,4.2,50,Finalizado,325,26,"Aventuras,Ciencia Ficción,Mecha,Shounen,",https://www3.animeflv.net/anime/zoids-fuzors,https://www3.animeflv.net/uploads/animes/covers/952.jpg
Magical Girl Lyrical Nanoha,"Normalmente, la magia va por su lado y la tecnología por el suyo y todos felices; rara vez se juntan para bien, y menos en un shojo (anime dirigido a las chicas generalmente), claro que existe siempre la excepción a la regla, ese anime es Mahou Shoujo Lyrical Nanoha; Nanoha Takamachi es una niña normal como cualquier otra de su colegio, con la diferencia de que puede percibir señales de magia como ser ataques o barreras mágicas que la mayoría de las personas no pueden percibir siquiera. Su vida cambia drásticamente cuando se encuentra con un chico de nombre Y?no Scrya, quien le pide ayuda a Nanoha para localizar unas misteriosas gemas llamadas ?Jewel Seeds?, cristales demasiado poderosos si caen en manos equivocadas. Los combates, que por momentos llegan a ser duros y agresivos, no impiden que cualquiera la pueda ver, ya que la historia engancha muchísimo y demuestra que los lazos de amistad perduran pese a lo difícil que pueda llegar a ser luchar por un futuro mejor? ",2004,Anime,4.6,105,Finalizado,826,13,"Acción,Comedia,Drama,Magia,Superpoderes,",https://www3.animeflv.net/anime/magical-girl-lyrical-nanoha,https://www3.animeflv.net/uploads/animes/covers/973.jpg
Uta-Kata,"En su último día del año escolar, Ichika Tachibana, de 14 años, encuentra un espejo viejo en un edificio antiguo de su escuela. Cuando una chica misteriosa, llamada Manatsu, sale del espejo y le ofrece su amistad por el verano, a cambio le regala a Ichika poderes mágicos. Ahora Manatsu debe ayudar a Ichika a liberar los poderes de los 12 Djinn para completar su entrenamiento mágico... aunque tal vez sea muy difícil de completar esta tarea y sea demasiado buena para ser verdad, hasta incluso poder hacer más daño que bien.",2004,Anime,4.1,19,Finalizado,135,13,"Drama,Magia,",https://www3.animeflv.net/anime/uta-kata,https://www3.animeflv.net/uploads/animes/covers/346.jpg
Final Approach,"Mizuhara Ryo es el típico estudiante de instituto. Una noche, mientras cenaba con su hermana pequeña, Akane, aparece una misteriosa y bella mujer, Masuda Shizuka. Sin haberse recuperado todavía de la sorpresa, Shizuka les dice que es la esposa elegida de Ryo. Entonces es cuando aparece un hombre vestido de negro, siguiendo órdenes para completar un proyecto nacional. Así comienza una historia de amor repleta de humor y pasión. ",2004,Anime,4.6,88,Finalizado,973,13,"Comedia,Drama,Recuentos de la vida,Romance,",https://www3.animeflv.net/anime/final-approach,https://www3.animeflv.net/uploads/animes/covers/473.jpg
